Package_Type,Package_ID,Product_ID,Package_Name,Active_Subscriptions,Package_Form,Subscription_Model,Product_Fee_Code,Provincial_Fee_Code,Commodity_Code,Product_Code,Rights_Type,Original_Price,Sales_Price,Configuration_Method,Is_Settlement,Is_Atomic_Service_Settlement,Associated_Provincial_Contract,Platform,Fee_Level,Province,Payment_Method,Order_Direction,Is_Random,Partner_Platform,Benefits_Detail,Sub_Package_List,Parent_Package_List,Update_Time,Status,Operation
Consultation,PKG2694522,PROD_341292,Senior_Standard_Package_838,28.0,City,Monthly_Recurring,FEE_465962,PFEE1855256552,-,CODE_970917,Multi_Screen,15.0,16.0,Full_Package,No,No,,Platform_A,一级计费点,Province_C,Phone_Bill_Business_Hall,Forward_Order,No,"Partner_D,Partner_B",1. Health records access | 2. Health assessment | 3. Video consultation service | 4. Medicine discount | 5. Phone consultation service,-,-,2024-06-02 14:04:07,Active,
Consultation,PKG7377459,PROD_717024,Senior_Silver_Package_540,22.0,City,Monthly_Recurring,FEE_172132,PFEE1104906255,-,CODE_757711,Multi_Screen,16.0,23.0,Full_Package,No,No,,Platform_A,一级计费点,Province_C,Phone_Bill_Business_Hall,Forward_Order,No,"Partner_B,Partner_C,Partner_D",1. Health records access | 2. Health assessment | 3. Text consultation service | 4. AI health assistant | 5. Phone consultation service | 6. Video consultation service | 7. Medicine discount,-,-,2024-04-10 14:05:32,Active,
Consultation,PKG5663623,PROD_330914,Premium_Silver_Package_523,15.0,Official,Monthly_Recurring,FEE381640757634783939,PFEE5607762160,-,CODE217484201450365073,Multi_Screen,3.55,2.94,Full_Package,Yes,Yes,,Platform_A,一级计费点,Province_M,Phone_Bill_Business_Hall,Forward_Order,Yes,Partner_A,1. Text consultation service | 2. Health assessment | 3. Medicine discount | 4. Appointment booking | 5. Video consultation service | 6. Phone consultation service | 7. AI health assistant | 8. Health records access,-,-,2025-11-21 17:26:41,Active,
Consultation,PKG8606962,PROD_107540,Care_Platinum_Package_508,12.0,Official,Monthly_Recurring,FEE428568096402527186,PFEE8285786023,-,CODE990609828856806800,Multi_Screen,13.0,15.0,Full_Package,No,No,,Platform_A,一级计费点,Province_C,Phone_Bill_Business_Hall,Forward_Order,Yes,Partner_D,1. Medicine discount | 2. Health records access | 3. Health assessment | 4. Phone consultation service,-,-,2024-04-11 14:03:38,Active,
Monitoring,PKG766563,PROD_174441,Premium_Plus_Package_197,10.0,Official,Monthly_Recurring,FEE581713854648,PFEE540209997973,-,CODE760068866484,Multi_Screen,17.0,14.0,Full_Package,No,No,,Other,,Province_M,Third_Party_Payment,Reverse_Order,Yes,"Partner_D,Partner_E",1. Text consultation service | 2. Appointment booking | 3. Video consultation service,-,-,2025-10-18 18:52:48,Active,
Consultation,PKG7120868,PROD_842225,Care_Platinum_Package_420,0.0,Official,Single_Purchase,FEE6075395,PFEE5093379,-,CODE3030966,Multi_Screen,3.15,3.32,Full_Package,No,No,,Product_Center,,National,Third_Party_Payment,Reverse_Order,Yes,Partner_A,1. Text consultation service | 2. Health records access | 3. Health assessment | 4. Video consultation service | 5. AI health assistant | 6. Appointment booking,-,-,2025-05-15 09:58:15,Active,
Consultation,PKG3728882,PROD_761759,Family_Bronze_Package_483,,Official,Monthly_Recurring,FEE_741390,PFEE_254739,-,CODE_934904,Multi_Screen,4.53,4.75,Full_Package,No,No,,Other,,Province_M,Third_Party_Payment,Reverse_Order,Yes,"Partner_B,Partner_A,Partner_E",1. Phone consultation service | 2. Medicine discount | 3. Appointment booking | 4. Text consultation service | 5. Health records access,9001240,-,2025-06-05 18:46:37,Active,
Consultation,PKG7210606,PROD_161733,Wellness_Plus_Package_585,0.0,Official,Monthly_Recurring,FEE_946305,PFEE_787926,-,CODE_693423,Multi_Screen,9.99,14.0,Full_Package,No,No,,Other,,Province_M,Third_Party_Payment,Reverse_Order,Yes,"Partner_C,Partner_A",1. Text consultation service | 2. Appointment booking | 3. AI health assistant | 4. Medicine discount,9001242,-,2025-06-08 18:47:04,Active,
Consultation,PKG6960453,PROD_340062,Health_Gold_Package_951,0.0,Official,Single_Purchase,FEE9874152,PFEE1093026,-,CODE1689025,Multi_Screen,4.48,5.74,Full_Package,No,No,,Product_Center,,National,Third_Party_Payment,Reverse_Order,Yes,"Partner_A,Partner_B,Partner_E",1. Phone consultation service | 2. AI health assistant | 3. Appointment booking | 4. Health records access,-,-,2025-05-23 19:20:49,Active,
Consultation,PKG4514944,PROD_170674,Health_Gold_Package_542,0.0,Official,Single_Purchase,FEE1131249,PFEE2788238,-,CODE6825112,Multi_Screen,8.17,9.54,Full_Package,No,No,,Product_Center,,National,Third_Party_Payment,Reverse_Order,Yes,"Partner_E,Partner_D,Partner_B",1. Video consultation service | 2. Text consultation service | 3. Medicine discount | 4. Health records access | 5. Appointment booking | 6. Phone consultation service,-,-,2025-05-13 10:01:58,Active,
Consultation,PKG5479144,PROD_132938,Health_Plus_Package_856,0.0,Official,Monthly_Recurring,FEE_800305,PFEE_916232,-,CODE_658623,Multi_Screen,10.0,11.0,Full_Package,No,No,,Other,,Province_M,Third_Party_Payment,Reverse_Order,Yes,Partner_A,1. Text consultation service | 2. Medicine discount | 3. Video consultation service | 4. Health records access | 5. AI health assistant | 6. Phone consultation service | 7. Health assessment,9001253,-,2025-05-27 18:47:43,Active,
Consultation,PKG2197935,PROD_446479,Care_Silver_Package_669,7.0,Official,Single_Purchase,FEE_956795,-,-,CODE_549186,Multi_Screen,0.0,0.0,Full_Package,No,No,,Other,,National,Third_Party_Payment,Reverse_Order,No,"Partner_C,Partner_A,Partner_D",1. Appointment booking | 2. AI health assistant | 3. Health assessment | 4. Medicine discount | 5. Video consultation service | 6. Health records access | 7. Phone consultation service,-,-,2025-05-07 23:23:46,Active,
Consultation,PKG3871230,PROD_174299,Health_Standard_Package_675,,Test,Monthly_Recurring,FEE_681542,-,-,CODE_793655,Multi_Screen,0.01,0.01,Full_Package,No,No,,Other,,National,Phone_Bill_Business_Hall,Forward_Order,No,"Partner_A,Partner_B",1. Phone consultation service | 2. Health assessment | 3. Appointment booking | 4. Medicine discount | 5. Text consultation service | 6. Video consultation service | 7. Health records access | 8. AI health assistant,-,-,2025-05-21 16:33:13,Active,
Consultation,PKG9961380,PROD_639131,Basic_Bronze_Package_786,9.0,Official,Monthly_Recurring,FEE_413921,PFEE_545798,-,CODE_488571,Multi_Screen,22.0,23.0,Full_Package,No,No,,Other,,Province_M,Third_Party_Payment,Reverse_Order,No,"Partner_B,Partner_D,Partner_A",1. Video consultation service | 2. Appointment booking | 3. AI health assistant | 4. Medicine discount | 5. Phone consultation service | 6. Health assessment,-,-,2024-12-25 22:56:57,Active,
Consultation,PKG5107245,PROD_349565,Health_Platinum_Package_462,9.0,Official,Monthly_Recurring,FEE864835118509953118,PFEE1939915527,-,CODE683333073935345161,Small_Screen,2.96,2.89,Full_Package,No,No,,Platform_A,一级计费点,Province_L,Phone_Bill_Family_App,Reverse_Order,Yes,"Partner_B,Partner_E",1. Text consultation service | 2. AI health assistant | 3. Health records access | 4. Phone consultation service,9001163,-,2025-11-04 16:02:09,Active,
Consultation,PKG3741438,PROD_392004,Senior_Plus_Package_868,4.0,Official,Monthly_Recurring,FEE254827115161513413,PFEE669924601388,-,CODE493412762212328716,Multi_Screen,8.13,9.27,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_D,Phone_Bill_Business_Hall,Forward_Order,No,"Partner_D,Partner_C,Partner_B",1. Medicine discount | 2. Appointment booking | 3. Video consultation service | 4. Text consultation service | 5. Phone consultation service,-,-,2025-08-31 11:55:26,Active,
Consultation,PKG8755439,PROD_801474,Premium_Plus_Package_152,4.0,Official,Monthly_Recurring,FEE_377312,PFEE_587115,-,CODE_113266,Multi_Screen,2.75,0.0,Full_Package,No,No,,Other,,Province_I,Third_Party_Payment,Reverse_Order,Yes,"Partner_B,Partner_A,Partner_C",1. Medicine discount | 2. Phone consultation service | 3. Health records access | 4. Text consultation service | 5. Video consultation service | 6. AI health assistant | 7. Health assessment | 8. Appointment booking,9001576,-,2025-09-18 11:31:20,Active,
Consultation,PKG7366205,PROD_608993,Care_Standard_Package_419,0.0,Official,Single_Purchase,FEE_221035,-,-,CODE_990844,Multi_Screen,7.3,7.91,Full_Package,Yes,Yes,,Other,,National,Third_Party_Payment,Reverse_Order,No,"Partner_C,Partner_A,Partner_D",1. Health records access | 2. Appointment booking | 3. Medicine discount | 4. Video consultation service,-,-,2025-05-09 14:10:22,Active,
Consultation,PKG5528972,PROD_324643,Care_Gold_Package_691,0.0,Official,Single_Purchase,FEE_212235,-,-,CODE_540463,Multi_Screen,27.0,28.0,Full_Package,Yes,Yes,,Other,,National,Third_Party_Payment,Reverse_Order,No,"Partner_B,Partner_A",1. Phone consultation service | 2. Video consultation service | 3. Health records access,-,-,2025-05-17 14:10:24,Active,
Consultation,PKG4684531,PROD_665427,Basic_Silver_Package_258,0.0,Official,Single_Purchase,FEE_878480,-,-,CODE_962276,Multi_Screen,80.0,91.0,Full_Package,Yes,Yes,,Other,,National,Third_Party_Payment,Reverse_Order,No,"Partner_E,Partner_D",1. Medicine discount | 2. Health records access | 3. Phone consultation service | 4. AI health assistant | 5. Health assessment | 6. Text consultation service | 7. Video consultation service,-,-,2025-05-12 14:10:26,Active,
Consultation,PKG6440561,PROD_238739,Family_Platinum_Package_329,0.0,Official,Single_Purchase,,-,-,-,Multi_Screen,0.0,0.0,Full_Package,No,No,,Other,,Province_H,Third_Party_Payment,Reverse_Order,No,"Partner_A,Partner_C",1. Medicine discount | 2. Health records access | 3. Text consultation service | 4. Health assessment | 5. Phone consultation service | 6. Appointment booking,-,-,2025-07-03 17:14:17,Active,
Consultation,PKG1938483,PROD_858490,Senior_Gold_Package_458,2.0,Official,Monthly_Recurring,FEE279219238062395543,PFEE9805620900,-,CODE221678031918849005,Multi_Screen,18.0,24.0,Full_Package,No,No,,Platform_A,一级计费点,Province_C,Phone_Bill_Business_Hall,Forward_Order,Yes,"Partner_D,Partner_B",1. Medicine discount | 2. Health assessment | 3. Video consultation service | 4. Health records access | 5. Phone consultation service | 6. Appointment booking,-,-,2024-06-05 14:05:08,Active,
Consultation,PKG4842788,PROD_698782,Senior_Standard_Package_476,3.0,Official,Monthly_Recurring,FEE424842864690896089,PFEE236787563047,-,CODE832779735024163565,Multi_Screen,9.06,11.0,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_D,Phone_Bill_Business_Hall,Forward_Order,No,"Partner_E,Partner_D",1. AI health assistant | 2. Health assessment | 3. Phone consultation service | 4. Text consultation service | 5. Health records access | 6. Appointment booking,-,-,2025-09-17 11:56:11,Active,
Consultation,PKG1538552,PROD_704201,Health_Bronze_Package_687,3.0,Official,Monthly_Recurring,FEE342839454968324267,PFEE_578634,-,CODE915471350678387285,Multi_Screen,17.0,16.0,Full_Package,Yes,Yes,,Other,,Province_I,Third_Party_Payment,Reverse_Order,Yes,"Partner_B,Partner_D",1. Health records access | 2. AI health assistant | 3. Text consultation service | 4. Health assessment | 5. Phone consultation service | 6. Medicine discount | 7. Video consultation service | 8. Appointment booking,"9001510,9001567",-,2025-11-15 19:01:33,Active,
Consultation,PKG944151,PROD_595631,Wellness_Platinum_Package_965,2.0,Official,Monthly_Recurring,FEE495314058635865767,PFEE8995059760,-,CODE602082493603278222,Small_Screen,3.11,2.58,Full_Package,No,No,,Platform_A,一级计费点,National,Phone_Bill_Family_App,Reverse_Order,No,Partner_E,1. AI health assistant | 2. Video consultation service | 3. Text consultation service | 4. Health assessment,-,-,2025-10-27 16:51:15,Active,
Consultation,PKG6292423,PROD_354801,Basic_Standard_Package_728,1.0,Official,Monthly_Recurring,FEE892630223871865867,PFEE_571932,-,CODE946008382251290569,Multi_Screen,3.36,3.56,Full_Package,No,No,,Other,,Province_I,Third_Party_Payment,Reverse_Order,Yes,"Partner_B,Partner_A",1. Text consultation service | 2. Video consultation service | 3. Appointment booking | 4. AI health assistant,9001569,-,2025-09-30 19:01:49,Active,
Consultation,PKG7730428,PROD_922733,Family_Plus_Package_670,1.0,Official,Monthly_Recurring,FEE682696972936573670,PFEE_371782,-,CODE411383800313831577,Multi_Screen,7.03,6.8,Full_Package,Yes,Yes,,Other,,Province_I,Third_Party_Payment,Reverse_Order,Yes,Partner_C,1. Appointment booking | 2. Phone consultation service | 3. AI health assistant | 4. Text consultation service | 5. Medicine discount | 6. Video consultation service,9001571,-,2025-11-18 18:57:11,Active,
Consultation,PKG5491946,PROD_595948,Health_Standard_Package_773,1.0,Official,Monthly_Recurring,FEE389523090391592032,PFEE_888295,-,CODE720471118631538710,Multi_Screen,4.23,5.93,Full_Package,No,No,,Other,,Province_I,Third_Party_Payment,Reverse_Order,Yes,Partner_D,1. AI health assistant | 2. Medicine discount | 3. Health assessment | 4. Health records access,9001573,-,2025-11-09 19:00:34,Active,
Consultation,PKG2110460,PROD_946721,Senior_Plus_Package_373,2.0,Official,Monthly_Recurring,FEE158567139754918080,PFEE_359249,-,CODE657434673279461091,Multi_Screen,26.0,27.0,Full_Package,Yes,Yes,,Other,,Province_I,Third_Party_Payment,Reverse_Order,Yes,"Partner_B,Partner_D,Partner_E",1. AI health assistant | 2. Video consultation service | 3. Appointment booking | 4. Health assessment | 5. Medicine discount,"9001521,9001522,9001575",-,2025-10-24 19:01:08,Active,
Monitoring,PKG321231,PROD_526833,Health_Silver_Package_379,1.0,Official,Monthly_Recurring,FEE796181120841,PFEE803686852877,-,CODE578737987515,Multi_Screen,8.6,8.4,Full_Package,No,No,,Other,,Province_M,Third_Party_Payment,Reverse_Order,Yes,"Partner_A,Partner_E",1. Health assessment | 2. Medicine discount | 3. Text consultation service | 4. Video consultation service,-,-,2025-11-07 18:53:08,Active,
Monitoring,PKG6279418,PROD_299659,Family_Bronze_Package_447,0.0,Official,Monthly_Recurring,FEE148432972787,PFEE943004633186,-,CODE906705387446,Multi_Screen,0.0,0.0,Full_Package,No,No,,Other,一级计费点,Province_M,Third_Party_Payment,Reverse_Order,No,Partner_C,1. Medicine discount | 2. Health assessment | 3. AI health assistant,-,-,2024-08-01 09:39:00,Active,
Consultation,PKG4567281,PROD_198907,Care_Gold_Package_285,1.0,Official,Monthly_Recurring,FEE484564504046362318,PFEE6322520473,-,CODE409438991628528296,Small_Screen,7.25,9.1,Full_Package,No,No,,Platform_A,一级计费点,Province_M,Phone_Bill_Family_App,Reverse_Order,Yes,"Partner_C,Partner_E",1. AI health assistant | 2. Text consultation service | 3. Medicine discount | 4. Video consultation service | 5. Health records access | 6. Phone consultation service | 7. Health assessment | 8. Appointment booking,-,-,2025-12-18 16:16:10,Active,
Consultation,PKG9375710,PROD_201639,Senior_Silver_Package_679,1.0,Official,Monthly_Recurring,FEE250824797887533517,PFEE2889238423,-,CODE199915520438133052,Small_Screen,4.28,4.2,Full_Package,No,No,,Platform_A,一级计费点,Province_M,Phone_Bill_Family_App,Reverse_Order,Yes,Partner_B,1. Health records access | 2. Appointment booking | 3. Health assessment | 4. Text consultation service | 5. Video consultation service | 6. Phone consultation service | 7. AI health assistant | 8. Medicine discount,-,-,2025-11-24 18:46:42,Active,
Consultation,PKG7637601,PROD_790993,Family_Platinum_Package_171,1.0,Official,Monthly_Recurring,FEE277218748445,PFEE416597264475,-,CODE368224152205,Multi_Screen,9.89,14.0,Full_Package,No,No,,Other,,Province_M,Third_Party_Payment,Reverse_Order,Yes,Partner_B,1. Medicine discount | 2. Video consultation service | 3. Health assessment | 4. AI health assistant | 5. Health records access,9001383,-,2025-11-24 18:54:27,Active,
Consultation,PKG8698256,PROD_551989,Wellness_Plus_Package_748,1.0,Official,Monthly_Recurring,FEE_877236,PFEE_345884,-,CODE_886931,Multi_Screen,11.0,8.06,Full_Package,No,No,,Other,,Province_C,Third_Party_Payment,Reverse_Order,No,"Partner_D,Partner_E",1. Medicine discount | 2. Appointment booking | 3. AI health assistant | 4. Health records access | 5. Video consultation service | 6. Health assessment | 7. Text consultation service,-,-,2025-06-29 14:28:47,Active,
Consultation,PKG3396987,PROD_471507,Health_Gold_Package_864,,Official,Monthly_Recurring,FEE_563298,-,-,CODE_587282,Multi_Screen,0.0,0.0,Full_Package,No,No,,Other,,Province_C,Phone_Bill_Business_Hall,Forward_Order,No,Partner_A,1. Health records access | 2. Appointment booking | 3. Text consultation service | 4. Medicine discount | 5. AI health assistant | 6. Video consultation service,-,-,2025-08-06 18:43:31,Active,
Consultation,PKG5443951,PROD_544154,Basic_Silver_Package_485,25097.0,Official,Single_Purchase,FEE913579177461214617,PFEE6461974809,-,CODE803664547753470614,Multi_Screen,5.19,4.29,Full_Package,No,No,,Platform_A,一级计费点,Province_A,Phone_Bill_Business_Hall,Forward_Order,No,Partner_C,1. Appointment booking | 2. Medicine discount | 3. Video consultation service | 4. Health records access,9001997,-,2025-11-01 19:01:05,Active,
Consultation,PKG3342608,PROD_531071,Premium_Platinum_Package_449,1.0,Official,Monthly_Recurring,FEE746681592529216457,PFEE3319936135,-,CODE536944918725682766,Multi_Screen,0.0,0.0,Full_Package,No,No,,Platform_A,一级计费点,Province_K,Phone_Bill_Business_Hall,Forward_Order,No,"Partner_A,Partner_C,Partner_B",1. Text consultation service | 2. Health records access | 3. AI health assistant,-,-,2025-10-03 10:44:33,Active,
Monitoring,PKG5137722,PROD_589710,Wellness_Bronze_Package_419,,Official,Monthly_Recurring,FEE220300615334,PFEE263803069319,-,CODE131509583569,Multi_Screen,11.0,11.0,Full_Package,No,No,,Other,,Province_M,Third_Party_Payment,Reverse_Order,No,Partner_C,1. AI health assistant | 2. Phone consultation service | 3. Medicine discount | 4. Health records access | 5. Appointment booking | 6. Health assessment,-,-,2024-06-19 09:39:00,Active,
Consultation,PKG5408072,PROD_864491,Family_Bronze_Package_895,,Official,Monthly_Recurring,FEE_178898,PFEE_342495,-,CODE_618317,Multi_Screen,23.0,24.0,Full_Package,No,No,,Other,,Province_M,Third_Party_Payment,Reverse_Order,No,"Partner_D,Partner_A",1. Health records access | 2. Phone consultation service | 3. Health assessment | 4. Medicine discount | 5. Text consultation service | 6. AI health assistant | 7. Appointment booking,-,-,2025-01-18 22:56:47,Active,
Consultation,PKG8187926,PROD_156802,Basic_Standard_Package_186,,Official,Monthly_Recurring,FEE729022781755386875,PFEE1918920620,-,CODE474715825553673101,Multi_Screen,24.0,21.0,Full_Package,Yes,Yes,,Platform_A,一级计费点,Province_C,Phone_Bill_Business_Hall,Forward_Order,Yes,"Partner_E,Partner_B,Partner_C",1. AI health assistant | 2. Health records access | 3. Medicine discount | 4. Text consultation service | 5. Health assessment | 6. Video consultation service | 7. Phone consultation service,-,-,2025-06-04 09:59:35,Active,
Consultation,PKG7700828,PROD_806073,Health_Silver_Package_261,,City,Monthly_Recurring,FEE_137778,PFEE7076811348,-,CODE_290672,Multi_Screen,25.0,28.0,Full_Package,Yes,Yes,,Platform_A,一级计费点,Province_C,Phone_Bill_Business_Hall,Forward_Order,No,"Partner_B,Partner_D,Partner_A",1. Phone consultation service | 2. Health assessment | 3. Medicine discount | 4. Text consultation service | 5. Video consultation service,-,-,2025-06-30 09:59:35,Active,
Consultation,PKG7073292,PROD_785197,Senior_Standard_Package_150,,City,Monthly_Recurring,FEE_975136,PFEE7296096954,-,CODE_611233,Multi_Screen,23.0,23.0,Full_Package,Yes,Yes,,Platform_A,一级计费点,Province_C,Phone_Bill_Business_Hall,Forward_Order,No,Partner_C,1. AI health assistant | 2. Text consultation service | 3. Health records access | 4. Medicine discount | 5. Phone consultation service | 6. Appointment booking | 7. Video consultation service,-,-,2025-07-10 09:59:35,Active,
Consultation,PKG4679591,PROD_777568,Family_Gold_Package_378,,Official,Monthly_Recurring,FEE771587806979879000,PFEE323605728604,-,CODE509085327933537415,Multi_Screen,38.0,42.0,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_D,Phone_Bill_Business_Hall,Forward_Order,No,"Partner_C,Partner_D",1. AI health assistant | 2. Phone consultation service | 3. Medicine discount | 4. Health records access | 5. Health assessment | 6. Video consultation service | 7. Text consultation service,-,-,2025-06-26 10:03:33,Active,
Consultation,PKG3320821,PROD_203198,Premium_Plus_Package_534,,Official,Monthly_Recurring,FEE270740513055590626,PFEE_973349,-,CODE397860052738293214,Multi_Screen,4.54,4.79,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_A,Phone_Bill_Business_Hall,Forward_Order,Yes,Partner_A,1. Phone consultation service | 2. AI health assistant | 3. Video consultation service,9001790,-,2025-11-10 12:48:45,Active,
Consultation,PKG9548432,PROD_163556,Premium_Standard_Package_552,,Official,Single_Purchase,FEE246934681332777111,PFEE_540552,-,CODE422424278704222790,Multi_Screen,5.08,4.16,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_A,Phone_Bill_Business_Hall,Forward_Order,Yes,Partner_D,1. Health records access | 2. Health assessment | 3. Phone consultation service | 4. Appointment booking | 5. AI health assistant | 6. Medicine discount,9001822,-,2025-11-20 13:05:37,Active,
Consultation,PKG9279821,PROD_522179,Premium_Bronze_Package_320,0.0,City,Single_Purchase,FEE_143860,PFEE_508396,-,CODE_725113,Multi_Screen,4.88,4.66,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_A,Phone_Bill_Business_Hall,Forward_Order,No,"Partner_D,Partner_C",1. AI health assistant | 2. Appointment booking | 3. Health records access | 4. Video consultation service | 5. Phone consultation service | 6. Text consultation service | 7. Medicine discount,9001824,-,2025-09-29 13:05:37,Active,
Consultation,PKG2525206,PROD_863587,Senior_Standard_Package_216,0.0,City,Single_Purchase,FEE_423232,PFEE_907189,-,CODE_835244,Multi_Screen,5.2,5.35,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_A,Phone_Bill_Business_Hall,Forward_Order,No,"Partner_A,Partner_C",1. Health records access | 2. AI health assistant | 3. Health assessment | 4. Medicine discount | 5. Appointment booking | 6. Phone consultation service | 7. Video consultation service,9001826,-,2025-10-11 13:05:37,Active,
Consultation,PKG1790481,PROD_455784,Care_Platinum_Package_213,,Official,Single_Purchase,FEE342201754343137990,PFEE_712451,-,CODE418515985337202445,Multi_Screen,12.0,10.0,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_A,Phone_Bill_Business_Hall,Forward_Order,Yes,"Partner_B,Partner_D",1. Health records access | 2. Medicine discount | 3. Text consultation service | 4. AI health assistant | 5. Health assessment | 6. Video consultation service,"9001828,9001829,9001830,9001831,9001832",-,2025-11-12 13:09:12,Active,
Consultation,PKG2839607,PROD_939482,Care_Plus_Package_794,,City,Single_Purchase,FEE_815198,PFEE_829308,-,CODE_682789,Multi_Screen,11.0,12.0,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_A,Phone_Bill_Business_Hall,Forward_Order,No,"Partner_E,Partner_B,Partner_D",1. Medicine discount | 2. AI health assistant | 3. Text consultation service | 4. Phone consultation service,"9001837,9001838,9001839,9001840,9001841",-,2025-09-28 13:09:13,Active,
Consultation,PKG3564251,PROD_214576,Basic_Platinum_Package_639,0.0,City,Single_Purchase,FEE_361650,PFEE_120480,-,CODE_110644,Multi_Screen,10.0,11.0,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_A,Phone_Bill_Business_Hall,Forward_Order,No,Partner_B,1. Medicine discount | 2. Health records access | 3. Phone consultation service | 4. Health assessment | 5. Text consultation service,"9001843,9001844,9001845,9001846,9001847",-,2025-10-21 13:09:13,Active,
Consultation,PKG3684052,PROD_360735,Family_Bronze_Package_146,,City,Monthly_Recurring,FEE_799330,PFEE_998348,-,CODE_641722,Multi_Screen,4.05,5.77,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_A,Phone_Bill_Business_Hall,Forward_Order,No,"Partner_A,Partner_D",1. Health records access | 2. Medicine discount | 3. AI health assistant | 4. Text consultation service | 5. Appointment booking | 6. Video consultation service,9001800,-,2025-10-24 12:48:45,Active,
Consultation,PKG8082668,PROD_300896,Wellness_Platinum_Package_713,,City,Monthly_Recurring,FEE_207786,PFEE_902784,-,CODE_300337,Multi_Screen,4.46,4.98,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_A,Phone_Bill_Business_Hall,Forward_Order,No,"Partner_E,Partner_D",1. Appointment booking | 2. Health assessment | 3. Text consultation service | 4. Phone consultation service | 5. Health records access | 6. Video consultation service | 7. Medicine discount,9001802,-,2025-10-10 12:48:45,Active,
Consultation,PKG2065818,PROD_299448,Health_Gold_Package_309,,Official,Monthly_Recurring,FEE999412792351305418,PFEE_703655,-,CODE378264579218914087,Multi_Screen,11.0,10.0,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_A,Phone_Bill_Business_Hall,Forward_Order,Yes,"Partner_D,Partner_C",1. Phone consultation service | 2. Text consultation service | 3. Health assessment | 4. Appointment booking | 5. Health records access | 6. Video consultation service | 7. Medicine discount | 8. AI health assistant,"9001804,9001805,9001806,9001807,9001808",-,2025-10-30 13:00:10,Active,
Consultation,PKG7455324,PROD_662336,Care_Silver_Package_885,,City,Monthly_Recurring,FEE_687080,PFEE_498858,-,CODE_855053,Multi_Screen,11.0,10.0,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_A,Phone_Bill_Business_Hall,Forward_Order,No,"Partner_E,Partner_B",1. Medicine discount | 2. Phone consultation service | 3. Video consultation service | 4. AI health assistant | 5. Appointment booking | 6. Health records access | 7. Text consultation service,"9001810,9001811,9001812,9001813,9001814",-,2025-10-09 13:00:11,Active,
Consultation,PKG7402509,PROD_570405,Wellness_Bronze_Package_396,,City,Monthly_Recurring,FEE_526117,PFEE_600149,-,CODE_526170,Multi_Screen,10.0,8.94,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_A,Phone_Bill_Business_Hall,Forward_Order,No,"Partner_C,Partner_B",1. Health assessment | 2. Health records access | 3. Phone consultation service | 4. Video consultation service | 5. Medicine discount | 6. Appointment booking | 7. Text consultation service | 8. AI health assistant,"9001816,9001817,9001818,9001819,9001820",-,2025-11-13 13:00:11,Active,
Consultation,PKG8852574,PROD_246991,Care_Gold_Package_107,,Official,Monthly_Recurring,FEE815573999879152132,PFEE_106182,-,CODE740074588764729368,Multi_Screen,48.0,64.0,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_A,Phone_Bill_Business_Hall,Forward_Order,Yes,"Partner_C,Partner_B",1. Text consultation service | 2. Video consultation service | 3. Medicine discount,9001849,-,2025-11-20 13:54:51,Active,
Consultation,PKG9877065,PROD_542374,Premium_Plus_Package_540,,City,Monthly_Recurring,FEE_885884,PFEE_468845,-,CODE_894993,Multi_Screen,66.0,55.0,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_A,Phone_Bill_Business_Hall,Forward_Order,No,"Partner_C,Partner_E",1. Appointment booking | 2. Health records access | 3. Health assessment | 4. AI health assistant,9001851,-,2025-11-14 13:54:51,Active,
Consultation,PKG5218028,PROD_292401,Wellness_Silver_Package_489,,City,Monthly_Recurring,FEE_262060,PFEE_413118,-,CODE_351997,Multi_Screen,68.0,53.0,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_A,Phone_Bill_Business_Hall,Forward_Order,No,"Partner_D,Partner_B,Partner_E",1. Health assessment | 2. Appointment booking | 3. Text consultation service | 4. Health records access | 5. Medicine discount | 6. AI health assistant | 7. Video consultation service | 8. Phone consultation service,9001853,-,2025-09-29 13:54:51,Active,
